Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Tip pr. odseka;Tip avt. stevca;Leto roc. stetja;Ime stevnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lahka tov. < 3t;Sr. tov.  3-7t;Tez. tov. nad 7t;Tov. s prik.;ZAPORED
R1;231;1323;RAZKRIZJE-STROCJA VAS;0;3.830;360;P;;;;2.300;11;1.925;18;100;57;39;150;531
R1;231;1327;STROCJA VAS-LJUTOMER;0;2.500;360;P;;;;3.000;15;2.511;24;130;74;50;196;532
R1;232;1314;MP HODOS-HODOS;0;1.500;430;O;SBH;x;MP HODOS;215;0;196;15;2;2;0;0;533
R1;232;1314;HODOS-SALOVCI;1.500;5.000;137;P;;;;800;2;723;7;26;21;15;6;533
R1;232;1314;SALOVCI-G. PETROVCI;5.000;10.458;137;P;;;;1.500;4;1.359;12;47;39;28;11;533
R1;232;1315;PETROVCI-MACKOVCI;0;6.500;137;P;;;;2.800;7;2.537;22;88;74;52;20;534
R1;232;1315;MACKOVCI-MARTJANCI;6.500;17.986;137;O;QLD6;97x6;VANECA;3.065;12;2.818;22;87;68;44;14;534
R1;232;1316;MARTJANCI-M.SOBOTA;0;2.350;137;P;;;;9.000;24;8.151;71;285;237;166;66;535
R1;232;1470;MURSKA SOBOTA;0;1.000;137;P;;;;13.000;34;11.774;103;412;343;240;94;536
R1;234;1476;DRAMLJE-DOLE;0;2.750;316;O;QLD3;x;DOLE;5.667;21;4.984;39;154;253;164;52;536.5
R1;234;1280;DOLE-SENTJUR;0;3.445;134;P;;;;6.000;8;5.504;54;214;94;51;75;536.6
R2;401;1020;ZAGA-UCJA;0;7.340;551;O;;x;MP UCJA;200;0;200;0;0;0;0;0;537
R2;402;1426;SOLKAN-GONJACE;0;10.630;219;O;;99x1;SABOTIN;3.500;53;3.236;30;103;57;19;2;538
R2;402;1465;GONJACE-DOBROVO;0;4.655;550;P;;;;3.200;13;2.942;19;120;61;13;32;539
R2;402;1045;DOBROVO-NEBLO;0;2.700;550;P;;;;2.000;8;1.839;12;75;38;8;20;540
R2;402;1045;NEBLO-MP NEBLO;2.700;4.820;550;O;SBH;x;MP NEBLO;928;4;851;6;36;18;4;9;540
R2;403;1071;BACA-KNEZA;0;6.000;108;O;SBH;x;BACA;1.234;14;1.105;22;30;38;22;3;541
R2;403;1072;KNEZA-PODBRDO;0;15.950;108;P;;;;800;9;717;14;19;25;14;2;542
R2;403;1073;PODBRDO-PETROVO BRDO;0;4.400;108;P;;;;260;2;232;5;7;9;5;0;543
R2;403;1074;PETROVO BRDO-PODROST;0;8.100;108;P;;;;170;2;154;3;3;5;3;0;544
R2;403;1075;PODROST-ZALI LOG;0;5.000;618;P;;;;600;2;563;5;12;11;4;3;545
R2;403;1075;ZALI LOG-CESNJICA;5.000;10.000;618;P;;;;1.000;4;940;8;19;18;7;4;545
R2;403;1076;CESNJICA-SKOFJA LOKA;0;15.700;618;O;QLD6;x;BUKOVICA;4.605;4;4.299;14;62;194;18;14;546
R2;404;1379;PODGRAD-IL.BISTRICA;0;11.000;397;O;QLD3;00x1;RECICA;3.068;11;2.775;20;77;52;15;118;547
R2;404;1380;IL.BISTRICA-PIVKA;0;16.942;398;O;QLD3;00x1;KNEZAK;3.529;66;3.114;33;156;110;25;25;548
R2;405;1018;MATAVUN-VREME;0;7.600;207;O;;97x4;VREME;1.600;9;1.407;8;57;40;63;16;549
R2;405;1018;VREME-RIBNICA;7.600;17.338;210;O;QLD3;x;GORNJE VREME;1.336;6;1.227;12;56;12;3;20;549
R2;406;1407;KRIZ.DEKANI-ANKARAN;0;6.000;403;O;QLD3;99x4;ANKARAN;7.775;25;7.328;41;235;124;18;4;550
R2;406;1407;ANKARAN-MP LAZARET;6.000;8.800;650;O;QLD3;x;MP LAZARET;1.440;0;1.440;0;0;0;0;0;550
R2;407;1144;GORENJA VAS-LUCINE;0;9.000;263;O;;99x1;TODRAZ;1.000;1;946;18;7;6;22;0;551
R2;407;1144;LUCINE-LJUBLJANICA;9.000;14.180;263;P;;;;200;0;190;4;1;1;4;0;551
R2;407;1145;LJUBLJANICA-VRZDENEC;0;3.800;264;P;;;;150;1;137;2;6;3;1;0;552
R2;407;1145;VRZDENEC-HORJUL;3.800;6.800;264;P;;;;1.100;7;1.006;9;46;23;7;2;552
R2;407;1145;HORJUL-VRHNIKA;6.800;15.110;264;O;;02x4;LIGOJNA;2.402;13;2.155;8;126;79;16;5;552
R2;408;1374;LOGATEC-ZIRI;0;21.460;393;O;SBH;x;PETKOVEC;1.511;4;1.357;31;42;44;22;11;553
R2;408;1375;ZIRI-TREBIJA;0;7.350;394;O;;99x1;TREBIJA 3;2.600;41;2.281;48;123;38;43;26;554
R2;409;0358;LJ(VIC)-AC BREZOVICA;0;2.741;165;O;;x;GORJANC;12.385;82;11.948;102;177;58;12;6;555
R2;409;0300;AC BREZOVICA-BREZOVICA;0;1.400;611;P;;;;22.500;100;20.558;238;718;466;121;299;556
R2;409;0300;BREZOVICA-VRHNIKA;1.400;13.275;611;O;QLD6;98x12;DRENOV GRIC;11.442;86;9.568;160;659;351;208;410;556
R2;409;0301;VRHNIKA-LOGATEC;0;9.525;153;O;QLD6;02x4;ZAPOLJE;9.175;98;7.878;103;536;303;73;184;557
R2;409;0302;LOGATEC;0;900;153;P;;;;10.000;43;8.646;166;549;380;38;178;558
R2;409;0303;KALCE-PLANINA;0;8.470;74;P;;;;2.400;30;2.066;33;108;94;17;52;559
R2;409;0304;PLANINA-RAVBARKOMANDA;0;7.230;612;O;QLD3;x;RAVBARKOMANDA;3.021;0;2.670;10;115;139;45;42;560
R2;409;0305;RAVBARKOMANDA-PO(R913);0;3.000;612;P;;;;5.500;0;4.946;20;215;195;64;60;561
R2;409;0305;PO(R913)-POSTOJNA;3.000;4.360;612;P;;;;12.000;0;10.794;44;468;425;139;130;561
R2;409;0306;POSTOJNA-RAZDRTO;0;10.980;76;O;QLD6;97x4;POSTOJNA;6.287;78;5.283;66;300;200;110;250;562
R2;409;0307;RAZDRTO-SENOZECE;0;6.530;22;O;;01x1;SENOZECE;3.735;82;3.026;65;165;139;135;123;563
R2;409;0308;SENOZECE-DIVACA;0;8.140;77;O;QLD6;97x4;DIVACA;2.880;60;2.168;28;166;118;86;254;564
R2;409;0309;DIVACA-MATAVUN;0;1.940;684;O;QLD6;x;SKOCJAN;5.324;82;4.171;44;309;326;106;286;565
R2;409;0310;MATAVUN-KOZINA;0;7.275;78;O;;00x1;KACICE;4.000;40;3.317;41;177;132;128;165;566
R2;409;0311;KOZINA - KLANEC;0;3.925;78;P;;;;4.940;49;4.098;51;218;163;158;203;567
R2;410;1133;BISTRICA-TRZIC;0;320;258;P;;;;6.000;32;5.568;53;218;101;24;4;568
R2;410;1134;TRZIC-GOLNIK;0;6.500;258;P;;;;2.000;11;1.855;18;73;34;8;1;569
R2;410;1134;GOLNIK-KOKRICA;6.500;13.671;258;O;QLD3;01x4;TENETISE;4.105;21;3.743;36;147;125;29;4;569
R2;410;1135;KOKRICA-KRANJ;0;2.234;258;P;;;;7.800;42;7.237;69;284;132;31;5;570
R2;411;1471;KRANJ Z - POLICA;0;733;718;P;;;;17.000;117;15.147;187;864;441;90;154;571
R2;411;1428;POLICA-NAKLO(MARINSEK);0;1.900;51;O;;97x1;NAKLO - MARINSEK;12.000;60;10.457;166;647;426;171;73;572
R2;411;1428;NAKLO(MARINSEK)-PODTABOR;1.900;7.160;708;O;;00x4;PODBREZJE;3.200;16;2.762;38;140;99;92;53;572
R2;411;1429;GOBOVCE-CRNIVEC;0;6.330;707;O;;00x4;LJUBNO;1.500;26;1.368;31;53;15;6;1;573
R2;412;1454;POLICA-KR(KIDRICEVA);0;2.035;718;O;;01x4;KR - ZLATO POLJE;20.070;137;17.885;221;1.019;520;106;182;574
R2;412;0359;KRANJ(KIDRICEVA - ISKRA);0;1.500;717;O;;01x4;KR - SEJEM;17.970;74;16.430;86;754;385;72;169;575
R2;412;0210;KR(ISKRA)-LABORE;0;1.450;716;O;;01x4;KR - LABORE;22.835;100;20.039;363;1.238;704;104;287;576
R2;413;4704;MEDVODE-ZBILJE;0;1.215;228;P;;;;5.500;67;4.877;51;293;133;31;48;577
R2;413;1079;ZBILJE-VODICE;0;7.300;228;O;;99x4;VODICE 1;4.500;55;3.991;41;239;109;25;40;578
R2;413;1080;VODICE-MOSTE;0;4.350;229;O;;99x4;VODICE 2;5.300;12;4.730;12;328;131;42;45;579
R2;413;1081;MOSTE-DUPLICA;0;4.120;230;O;;02x4;KRIZ;8.055;43;7.137;29;559;192;54;41;580
R2;414;1349;KAMNIK-LOCICA;0;28.520;376;O;QLD6;97x1;LAZE V TUHINJU;4.433;20;3.842;30;321;108;48;64;582
R2;415;1216;ZELODNIK-KRTINA;0;1.000;72;P;;;;8.300;22;6.175;90;570;332;279;832;583
R2;415;1216;KRTINA-DRTIJA;1.000;11.080;304;O;QLD6;97x1;KRTINA;5.945;37;5.819;11;39;24;7;8;583
R2;415;1217;DRTIJA-IZLAKE;0;15.290;305;O;SBH;97x1;VIDRGA;2.015;16;1.803;24;55;82;12;23;584
R2;416;1346;LITIJA-SMARTNO;0;2.670;375;P;;;;3.500;39;3.177;28;150;70;4;32;585
R2;416;1165;SMARTNO PRI LITIJI;0;260;437;P;;;;5.500;31;5.004;55;208;196;6;0;586
R2;416;1347;SMARTNO-RADOHOVA VAS;0;14.630;375;O;;97x1;CRNI POTOK;1.000;11;908;8;43;20;1;9;587
R2;416;1425;GRM;0;750;289;P;;;;3.000;9;2.697;8;132;78;33;43;588
R2;416;1348;GRM-BIC;0;2.490;289;P;;;;2.500;7;2.250;6;109;65;27;36;589
R2;417;1190;SMARTNO/LITIJI-M.KOSTREVICA;0;1.500;284;O;;97x1;SMARTNO;2.100;4;2.032;4;24;34;2;0;590
R2;417;1190;M. KOSTREVICA-VEL. REKA;1.500;8.700;284;P;;;;1.700;3;1.645;3;19;28;2;0;590
R2;417;1187;VEL.REKA-MORAVCE;0;6.400;282;O;;02x4;CATEZ;870;9;801;3;37;14;5;1;591
R2;417;4326;MORAVCE-TIHABOJ-MIRNA;0;12.108;182;O;;01x1;TIHABOJ;370;1;320;8;34;5;1;1;592
R2;418;1199;MOKRONOG-ZBURE;0;10.475;291;P;;;;1.000;6;821;21;59;26;32;35;593
R2;418;1200;ZBURE-SKOCJAN;0;3.940;291;O;;98x1;SKOCJAN 1;1.000;6;821;21;59;26;32;35;594
R2;418;1201;SKOCJAN-DOBRUSKA VAS;0;2.975;293;P;;;;1.500;6;1.401;9;39;25;16;4;595
R2;419;1203;SOTESKA-NOVO MESTO;0;14.600;294;O;QLD6;x;POTOK;5.793;18;5.367;50;198;82;30;48;596
R2;419;1204;NOVO MESTO-SENTJERNEJ;0;15.755;295;O;;98x1;RATEZ;4.500;6;4.042;65;177;132;65;13;597
R2;419;1205;SENTJERNEJ-KOSTANJEVICA;0;7.000;683;O;QLD6;x;SENTJERNEJ;3.491;16;3.210;34;121;70;26;14;598
R2;419;1205;KOSTANJEVICA-KRIZAJ;7.000;11.325;296;O;;99x1;KRIZAJ 1;2.500;33;2.224;47;126;59;10;1;598
R2;419;1206;KRIZAJ-CATEZ OB SAVI;0;13.000;297;O;;00x1;KRSKA VAS;2.600;46;2.268;25;187;57;9;8;599
R2;420;1335;BREZICE-DOBOVA;0;4.500;368;O;;00x1;MOSTEC;2.800;15;2.331;16;225;99;44;70;600
R2;420;1335;DOBOVA-M.P. RIGONCE;4.500;6.780;676;O;QLD3;x;MP RIGONCE;1.247;3;1.146;9;41;26;13;9;600
R2;421;2506;RUCETNA VAS-STREKLJEVEC;0;7.135;280;P;;;;1.500;9;1.331;14;60;50;11;25;601
R2;421;2507;STREKLJEVEC-JUGORJE;0;5.890;469;O;;x;JUGORJE;250;5;207;1;12;14;11;0;602
R2;422;1333;PODSREDA-BRESTANICA;0;16.250;365;O;SBH;00x1;KOPRIVNICA;1.491;5;1.249;38;120;40;16;23;603
R2;423;1226;SENTJUR-CRNOLICA;0;2.330;313;P;;;;4.500;33;3.940;82;251;139;31;24;604
R2;423;1281;CRNOLICA-LESICNO;0;18.370;271;O;;01x1;ZEGAR;1.103;24;937;25;68;41;4;4;605
R2;423;1282;PILSTAJN-PODSREDA;0;10.020;333;O;SBH;x;KOZJE;1.298;5;1.158;31;64;29;11;0;606
R2;423;1283;PODSREDA-BISTRICA;0;6.720;335;O;;00x1;PODSREDA 2;900;5;749;33;43;32;17;21;607
R2;423;1243;BISTRICA OB SOTLI-M.P.BISTRICA;0;1.050;411;O;;98x1;BISTRICA 1;1.000;6;893;12;43;31;0;15;608
R2;424;1166;BOSTANJ-ORESJE/SEVNICI;0;5.700;272;O;SBH;01x1;SEVNICA;1.621;0;1.473;10;62;56;8;12;609
R2;424;1166;ORESJE/SEVNICI-PLANINA;5.700;21.160;186;O;;01x1;DOBROPOLJE;520;5;462;1;37;10;4;1;609
R2;424;1170;PLANINA-DEZNO;0;1.115;313;P;;;;350;3;306;6;20;11;2;2;610
R2;424;1225;DEZNO-CRNOLICA;0;11.960;313;O;;01x1;DOBJE;1.582;12;1.384;29;88;49;11;9;611
R2;425;1265;POLJANA-CRNA;0;12.500;323;O;;00x4;POLJANA 1;5.000;11;4.487;73;221;114;51;43;612
R2;425;1265;CRNA-SENTVID;12.500;23.950;324;P;;;;250;0;232;3;8;6;1;0;612
R2;425;1266;SENTVID-SOSTANJ;0;16.835;324;O;;99x4;SENTVID;900;1;834;11;31;20;2;1;613
R2;425;1267;SOSTANJ-PESJE;0;1.835;167;O;;99x4;PESJE 2;12.000;14;10.770;292;450;344;56;74;614
R2;425;1419;PESJE-VELENJE;0;3.790;166;O;;99x4;PESJE 1;16.000;33;14.578;292;565;387;54;91;615
R2;426;1269;PESJE-GORENJE;0;6.100;168;O;QLD3;99x4;LOKOVICA;5.914;12;5.304;41;201;245;33;78;616
R2;426;7949;GORENJE - RECICA - LETUS;0;5.795;176;O;;99x4;RECICA;2.600;10;2.248;28;124;121;32;37;617
R2;427;1351;LATKOVA VAS-PREBOLD;0;3.000;326;P;;;;3.000;12;2.664;16;124;112;48;24;618
R2;427;1351;PREBOLD-TRBOVLJE;3.000;19.830;439;O;;99x4;TRBOVLJE 3;1.900;8;1.796;24;35;15;15;7;618
R2;428;1249;RADMIRJE-LJUBNO;0;2.500;238;O;;00x1;RADMIRJE 3;2.800;54;2.544;29;34;80;43;16;619
R2;428;1249;LJUBNO-LUCE;2.500;12.165;202;O;QLD3;x;LJUBNO;1.955;25;1.744;37;39;31;63;16;619
R2;428;1250;LUCE-SESTRE LOGAR;0;13.895;201;O;SBH;x;ROBANOV KOT;855;42;788;7;7;11;0;0;620
R2;428;1252;S.LOGAR-PAVLICEVO SEDLO;0;7.550;202;P;;;;50;0;45;1;1;3;0;0;621
R2;429;1245;VISNJA VAS-DOBRNA;0;7.520;321;O;;99x1;STRMEC;3.400;115;3.009;57;119;69;21;10;622
R2;429;1154;ODCEP V DOBRNO;0;1.695;320;P;;;;2.500;12;2.229;15;115;97;16;16;623
R2;429;1422;DOBRNA-CRNOVA;0;3.400;320;O;;99x1;CRNOVA 2;3.500;16;3.119;21;161;137;23;23;624
R2;430;0273;MARIBOR(PTUJSKA)-HOCE;0;4.860;840;P;;;;30.000;30;24.392;208;1.820;740;916;1.894;626
R2;430;0381;HOCE - SLIVNICA;0;965;17;O;QLD6;x;HOCE;25.452;32;22.242;176;1.238;504;364;896;627
R2;430;0274;SLIVNICA-SL.BISTRICA;0;13.060;38;O;;00x1;ZG. POLSKAVA;6.200;31;5.558;105;285;161;34;26;629
R2;430;1452;SL.BISTRICA-DEVINA;0;1.430;642;P;;;;2.550;9;2.173;11;134;126;44;53;630
R2;430;0275;SL.BISTRICA;0;2.500;38;P;;;;11.100;57;9.949;186;511;289;61;47;631
R2;430;0276; SL.BISTRICA-LOZNICA;0;1.690;608;P;;;;6.500;24;5.457;94;523;345;17;40;632
R2;430;0277;LOZNICA-TEPANJE;0;7.820;608;O;QLD6;99x1;VRHOLE;5.987;36;5.109;48;374;194;118;108;633
R2;430;0278;TEPANJE-SL.KONJICE;0;3.100;608;P;;;;5.100;18;4.283;73;410;271;13;32;634
R2;430;0279;SL.KONJICE;0;815;67;P;;;;11.000;58;9.399;160;781;446;63;93;635
R2;430;0280;SL.KONJICE-STRANICE;0;5.160;56;O;QLD3;02x4;ZECE;9.085;49;7.820;83;658;277;93;105;636
R2;430;0281;STRANICE-VISNJA VAS;0;10.200;67;O;;99x1;FRANKOLOVO;8.000;51;6.799;143;472;397;55;83;637
R2;430;0282;VISNJA VAS-CELJE(AC);0;6.100;68;O;QLD6;98x4;VOJNIK;14.505;58;13.096;138;657;296;154;106;638
R2;430;0282;CELJE(AC)-CELJE;6.100;8.165;68;P;;;;26.000;51;23.580;269;1.144;542;240;174;638
R2;431;1350;ZG.DOLIC-STRANICE;0;19.135;377;O;;99x1;STRANICE;2.000;1;1.800;22;93;49;14;21;639
R2;432;1440;MEJA HRVASKA-ROGATEC;0;180;414;O;;00x4;MP ROGATEC;2.900;6;2.597;18;94;70;29;86;640
R2;432;1284;ROGATEC-MAJSPERK;0;15.845;336;O;;00x4;ROGATEC;882;2;783;21;44;25;5;2;641
R2;432;1411;MAJSPERK;0;480;318;P;;;;3.000;15;2.591;63;105;155;63;8;642
R2;432;1285;MAJSPERK-HAJDINA;0;11.760;441;O;;99x1;KIDRICEVO;4.500;18;4.195;33;120;66;43;25;643
R2;433;1288;LENART-TRATE;0;15.950;339;O;;02x4;LENART;3.506;11;3.260;22;116;52;27;18;644
R2;433;1289;TRATE-MOST CEZ MURO;0;2.120;144;O;SBH;x;MP TRATE;1.671;17;1.627;0;24;3;0;0;645
R2;434;1352;RADLJE-M.P.RADLJE;0;5.860;668;O;SBH;x;MP RADELJ;413;11;399;1;0;1;0;1;646
R2;435;1431;MARIBOR-RUSE;0;9.163;706;O;QLD3;99x4;LAZNICA;8.667;19;7.965;69;288;161;81;84;647
R2;435;1439;RUSE-SELNICA;0;3.297;710;O;;01x1;SELNICA;4.895;15;4.419;19;202;142;50;48;648
R2;436;1328;POCEHOVA-ZG.KUNGOTA;0;6.870;429;O;QLD3;98x4;ZGORNJA KUNGOTA;3.738;19;3.390;25;122;87;69;26;649
R2;436;1329;ZG.KUNGOTA-JURIJ;0;5.565;553;O;SBH;97x4;MP JURIJ;409;5;393;4;6;1;0;0;650
R2;437;0267;MP SENTILJ-SENTILJ;0;1.620;664;O;QLD6;97x4;MP SENTILJ - S.C.;4.654;16;3.472;40;206;140;96;684;651
R2;437;0268;SENTILJ-PESNICA;0;10.620;628;O;QLD6;99x4;RANCA;6.557;28;5.894;58;310;139;68;60;653
R2;438;1306;SENTILJ-TRATE;0;13.520;350;O;;99x4;CERSAK;1.200;6;1.017;31;41;65;8;32;655
R2;438;1307;TRATE-GORNJA RADGONA;0;15.745;351;O;;02x4;LUTVERCI;2.626;11;2.385;24;127;51;14;14;656
R2;439;1299;KOBILJE-DOBROVNIK;0;7.730;493;O;;01x1;KOBILJE;920;0;845;12;37;20;6;0;657
R2;439;1300;DOBROVNIK-RENKOVCI;0;4.230;346;P;;;;1.550;0;1.422;19;59;40;9;1;658
R2;439;1301;RENKOVCI-BELTINCI;0;6.521;346;O;;02x4;RENKOVCI;1.602;8;1.464;16;58;30;17;9;659
R2;439;1302;BRATONCI-DOKLEZOVJE;0;3.800;347;P;;;;4.000;12;3.366;31;185;137;127;142;660
R2;439;1302;DOKLEZOVJE-KRIZEVCI;3.800;9.600;347;O;QLD6;98x1;DOKLEZOVJE;8.451;32;6.493;132;504;284;222;784;660
R2;439;1303;KRIZEVCI-ZIHLAVA;0;11.630;357;O;;02x4;LOGAROVCI;1.686;4;1.394;9;153;63;38;25;662
R2;439;1304;ZIHLAVA-VIDEM;0;2.950;347;P;;;;1.475;3;1.265;12;69;48;48;30;663
R2;439;1305;VIDEM-SENARSKA;0;13.940;349;O;;02x4;GRADISCE 2;1.935;7;1.744;20;103;37;17;7;664
R2;440;1294;PETANJCI-GEDEROVCI;0;3.218;443;O;;01x1;GEDEROVCI 3;1.810;8;1.616;12;119;36;10;9;665
R2;440;1295;GEREDOVCI-CANKOVA;0;6.080;444;O;;01x1;GEDEROVCI 4;3.130;13;2.836;40;142;47;33;19;667
R2;440;1296;CANKOVA-VECESLAVCI;0;8.500;344;O;QLD6;97x1;CANKOVA;2.893;10;2.845;10;18;6;2;2;668
R2;440;1296;VECESLAVCI-SOTINA;8.500;15.200;681;O;;x;SOTINA;1.570;10;1.478;4;63;15;0;0;668
R2;440;1296;SOTINA-MP KUZMA;15.200;15.940;666;O;SBH;x;MP KUZMA;924;6;903;1;11;3;0;0;668
R2;441;1298;MURSKA SOBOTA;0;1.000;345;P;;;;11.000;32;10.578;46;246;76;6;16;669
R2;441;1298;MURSKA SOBOTA-GEDEROVCI;1.000;10.200;345;O;;97x1;CERNELAVCI;9.114;26;8.759;46;202;62;5;14;669
R2;441;1298;GEDEROVCI-M.P. GEDEROVCI;10.200;10.931;142;O;QLD3;97x1;MP GEDEROVCI;3.971;10;3.943;18;0;0;0;0;669
R2;442;1318;MARTJANCI-DOBROVNIK;0;13.831;494;O;QLD6;97x6;FILOVCI;2.090;21;2.031;9;12;11;5;1;670
R2;442;1319;DOBROVNIK-DOLGA VAS;0;10.125;358;O;;02x4;GENTEROVCI;3.123;18;2.883;36;117;42;16;11;671
R2;443;0323;LENDAVA;0;1.700;89;P;;;;8.000;27;6.886;44;269;160;178;436;672
R2;443;1320;LENDAVA-DOLINA;0;6.000;675;P;;;;1.600;12;1.564;1;19;4;0;0;673
R2;443;1320;DOLINA-MP PINCE;6.000;7.650;675;O;SBH;x;MP PINCE;345;3;337;0;4;1;0;0;673
R2;444;1451;RAZDRTO;0;1.800;22;P;;;;1.000;22;809;18;45;37;36;33;674
R2;444;1473;VIPAVA;0;1.400;81;P;;;;13.000;34;9.553;35;877;949;264;1.288;675
R2;444;1473;VIPAVA-AJDOVSCINA;1.400;7.040;81;P;;;;2.600;13;2.433;27;75;39;6;7;675
R2;444;0387;AJDOVSCINA (OBVOZNICA);0;1.960;427;P;;;;2.500;15;2.308;0;69;57;16;35;676
R2;444;0346;AJDOVSCINA-SELO;0;8.550;688;O;QLD3;x;AJDOVSCINA 2;5.902;5;5.535;33;145;128;32;24;677
R2;444;0347;SELO-TRI HISE;0;8.600;81;O;;98x4;SEMPAS;4.567;4;4.376;26;115;32;8;6;678
R2;444;0347;TRI HISE-AJSEVICA;8.600;10.600;209;P;;;;9.000;22;8.189;28;372;190;80;119;678
R2;444;0347;AJSEVICA - ROZNA DOLINA;10.600;15.480;81;P;;;;2.500;13;2.338;27;71;37;7;7;678
R2;444;0365;ROZNA DOLINA;0;690;81;P;;;;7.000;35;6.553;73;201;103;17;18;679
R2;444;0348;ROZNA DOLINA-MP ROZNA DOLINA;0;130;654;O;QLD3;x;MP ROZNA DOLINA;5.687;41;5.646;0;0;0;0;0;680
R2;445;0349;SENOZECE-SEZANA;0;14.310;613;O;QLD6;97x4;STORJE;3.221;16;2.870;20;151;82;42;40;681
R2;445;0350;SEZANA-FERNETICI;0;2.500;613;P;;;;2.100;8;1.897;19;81;47;25;23;682
R2;445;0350;FERNETICI-MP FERNETICI;2.500;2.825;613;P;;;;2.050;8;1.852;18;79;46;25;22;682
R2;446;1016;SEZANA-DIVACA;0;9.770;206;O;QLD6;98x4;SEZANA;4.494;31;4.087;18;198;86;36;38;684
R2;447;0287;ARJA VAS-ZALEC;0;1.550;69;P;;;;9.500;34;8.512;135;416;272;53;78;685
R2;447;0367;ZALEC-SEMPETER;0;5.790;609;O;QLD3;98x4;SEMPETER;13.289;76;12.482;79;244;291;54;63;686
R2;447;0288;SEMPETER-LATKOVA VAS;0;591;609;P;;;;7.300;43;6.953;44;136;89;16;19;687
R2;447;0289;LATKOVA VAS-SENTRUPERT;0;1.420;609;P;;;;6.500;38;6.189;39;121;80;15;18;688
R2;447;0290;SENTRUPERT-LOCICA;0;11.905;64;O;QLD6;98x4;TABOR;7.949;54;6.366;66;769;328;214;152;689
R2;447;0291;LOCICA-TROJANE;0;6.180;71;O;;01x1;TROJANE 1;2.000;14;1.490;26;143;103;24;200;689.1
R2;447;1477;KOMPOLJE-ZELODNIK;0;7.160;610;P;;;;10.000;32;8.539;119;562;313;173;262;689.2
R2;447;0293;ZELODNIK-DOMZALE;0;4.285;610;O;QLD6;x;ZELODNIK;10.771;34;9.198;128;605;338;186;282;689.3
R2;447;0294;DOMZALE-TRZIN;0;2.603;610;P;;;;15.000;33;12.136;146;918;471;332;964;689.5
R2;450;1404;HOCE-LETALISCE MARIBOR;0;4.460;733;P;;;;1.500;0;1.394;38;38;30;0;0;690
R3;601;7507;BORJANA-ROBIDISCE;0;9.832;93;P;;;;30;0;27;0;1;1;1;0;691
R3;602;1032;STARO SELO-BREGINJ-MOST;0;16.550;93;O;;00x4;ST. SELO - BREGINJ;800;5;734;5;23;15;18;0;692
R3;603;1041;MOST NA SOCI-USNIK;0;4.150;616;P;;;;1.000;11;822;7;58;52;30;20;693
R3;604;5701;ROCINJ-LIG;0;9.995;455;P;;;;39;0;36;1;1;1;0;0;694
R3;605;5702;KAMBRESKO-KUSCAR-LIVEK;0;19.678;455;P;;;;19;0;16;1;1;1;0;0;695
R3;606;5703;KANAL-LIG-MISCEK-NEBLO;0;35.533;455;O;;x;KANAL;220;1;207;3;5;4;0;0;696
R3;607;5723;PREVALA-GRGAR-CEPOVAN;0;14.309;98;O;;99x1;GRGAR;450;4;417;4;21;2;1;1;697
R3;608;1067;SOLKAN-GRGAR;0;3.000;225;P;;;;1.500;32;1.400;7;16;22;12;11;698
R3;608;1067;GRGAR-LOKVE;3.000;19.400;225;O;;98x1;SOLKAN - LOKVE;400;8;374;2;4;6;3;3;698
R3;608;1065;LOKVE-CEPOVAN;0;5.530;224;O;;98x1;LOKVE;100;28;61;0;3;8;0;0;699
R3;608;1068;CEPOVAN-DOL.TREBUSA;0;11.040;449;O;;98x1;DOL. TREBUSA 2;50;13;36;0;0;1;0;0;700
R3;609;2117;AJDOVSCINA-LOKAV.-PREDMEJA;0;11.750;456;O;;01x4;LOKAVEC;916;11;844;2;37;14;6;2;701
R3;609;1064;PREDMEJA-LOKVE;0;11.520;224;P;;;;117;33;71;0;4;9;0;0;702
R3;609;1066;CEPOVAN-MOST NA SOCI;0;13.220;224;P;;;;156;44;96;0;4;12;0;0;703
R3;610;1370;D.TREBUSA-SP.IDRIJA;0;22.720;390;O;;99x1;DOL. TREBUSA;220;1;217;0;2;0;0;0;704
R3;610;1371;PECNIK(MAROF)-ZIRI;0;10.546;394;P;;;;500;8;438;9;24;8;8;5;705
R3;611;1024;DORNBERK-SELO;0;5.150;208;O;;98x4;SELO;1.300;5;1.123;19;90;37;13;13;706
R3;612;1042;PLAVE-GONJACE;0;6.190;213;O;;99x1;PLAVE;500;2;454;10;34;0;0;0;707
R3;613;1437;AJSEVICA-KROMBERK;0;2.200;209;O;QLD6;00x4;KROMBERK;13.566;38;12.528;36;502;210;94;158;708
R3;613;1437;KROMBERK-NOVA GORICA;2.200;4.200;209;P;;;;21.000;50;19.112;65;867;443;186;277;708
R3;614;1046;SEMPETER-MIREN;0;5.536;214;O;;00x4;MIREN;5.500;34;5.088;26;184;108;30;30;709
R3;614;1047;MIREN-OPATJE SELO;0;7.925;214;P;;;;730;5;675;3;24;15;4;4;710
R3;614;1048;OPATJE SELO-KOMEN;0;14.885;215;O;;00x4;KOSTANJEVICA;500;13;422;10;31;17;5;2;711
