Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Tip pr. odseka;Tip avt. števca;Leto roč. (avt.) štetja;Ime števnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lahka tov. < 3t;Sr. tov.  3-7t;Tež. tov. nad 7t;Tov. s prik.;
G2;106;0215;LJ(RUDNIK)-ŠKOFLJICA;0;4.555;6;O;QLD6; ;Škofljica;17.183;53;15.358;163;935;254;237;183;
G2;106;0260;ŠKOFLJICA;0;520;117;P; ; ; ;14.000;38;12.878;103;480;226;120;155;
G2;106;0261;ŠKOFLJICA-RAŠICA;0;16.290;117;O;QLD6; ;Želimlje;7.757;41;6.885;70;427;108;111;115;
G2;106;0262;RAŠICA-ŽLEBIČ;0;12.425;410;O;QLD6; ;Žlebič;6.144;44;5.389;57;357;90;100;107;
G2;106;0263;ŽLEBIČ-BREG;0;2.300;410;P; ; ; ;6.600;31;5.837;84;349;115;84;100;
G2;106;0263;BREG-HROVAČA;2.300;4.500;410;P; ; ; ;8.100;37;7.312;91;354;116;81;109;
G2;106;0263;HROVAČA-DOLENJA VAS;4.500;9.490;410;P; ; ; ;5.600;25;4.999;95;200;155;26;100;
G2;106;0263;DOLENJA VAS-KOČEVJE;9.490;18.945;619;O;QLD3; ;Stara Cerkev;5.670;47;5.032;57;262;107;58;107;
G2;106;0264;KOČEVJE-LIVOLD;0;6.142;119;P; ; ; ;2.600;66;2.309;27;87;36;55;20;
G2;106;0265;LIVOLD-ŠTALCERJI;0;6.200;119;O;QLD6; ;Štalcerji;1.956;35;1.780;8;72;19;17;25;
G2;106;0265;ŠTALCERJI-FARA;6.200;21.580;507;P; ; ; ;1.000;5;989;3;3;0;0;0;
G2;106;0266;FARA-MP PETRINA;0;2.560;507;O;QLD3; ;MP Petrina;721;10;699;2;10;0;0;0;
G2;106;0216;ŠKOFLJICA-ŠMARJE SAP;0;2.461;6;P; ; ; ;3.500;14;3.099;48;156;86;51;46;
G2;107;1274;CE(VZHODNA M.)-ŠTORE;0;4.500;134;P; ; ; ;14.200;18;13.029;129;505;222;121;176;
G2;107;1274;ŠTORE- ŠENTJUR;4.500;10.868;134;O;QLD6; ;Šentjur;11.060;34;10.111;83;431;145;112;144;
G2;107;1275;ŠENTJUR-MESTINJE;0;14.307;622;O;QLD6; ;Stopče;8.883;28;7.868;39;408;135;153;252;
G2;107;1238;MESTINJE-PODPLAT;0;2.060;622;P; ; ; ;7.500;43;6.647;56;308;142;65;239;
G2;107;1276;PODPLAT-ROG. SLATINA;0;2.450;136;O;;00x4;Rogaška Slatina;8.200;37;7.370;63;286;100;90;254;
G2;107;1276;ROG. SLATINA - ROGATEC;2.450;12.500;687;O;QLD6; ;Cerovec;3.281;10;2.755;9;155;83;73;196;
G2;107;1277;ROGATEC;0;2.000;337;P; ; ; ;2.400;10;1.925;56;119;33;63;194;
G2;107;1277;ROGATEC-MP DOBOVEC;2.000;7.774;337;O;QLD3; ;MP Dobovec;1.148;5;798;10;90;35;33;177;
G2;108;1180;ČRNUČE-ŠENTJAKOB;0;3.580;120;O;Prazno;03 QLD6;Šentjakob;8.700;12;7.514;75;600;198;168;133;
G2;108;1181;ŠENTJAKOB-DOLSKO;0;7.000;114;O;QLD6; ;Dol;13.043;36;11.867;40;652;168;132;148;
G2;108;1181;DOLSKO-RIBČE;7.000;14.870;121;O;;01x1;Dolsko;11.500;30;10.600;40;462;159;100;109;
G2;108;1182;RIBČE-LITIJA;0;13.443;678;O;QLD3; ;Zgornji Log;9.028;46;8.205;36;435;127;86;93;
G2;108;1183;LITIJA-ZAGORJE;0;14.981;620;O;QLD6; ;Renke;6.034;31;5.368;23;330;124;71;87;
G2;108;1184;ZAGORJE-TRBOVLJE;0;4.316;122;O;QLD6; ;Trbovlje 4;8.011;39;7.211;19;391;140;87;124;
G2;108;1185;TRBOVLJE-HRASTNIK;0;5.162;123;O;;04x4;Trbovlje 1;7.106;26;6.268;65;336;188;70;153;
G2;108;1186;HRASTNIK-ZIDANI MOST;0;8.291;124;O;QLD3; ;Suhadol;1.616;9;1.498;1;89;19;0;0;
G2;109;0357;MP PETIŠOVCI-PETIŠOVCI;0;1.000;143;O;QLD3; ;MP Petišovci;2.000;22;1.847;2;54;27;2;46;
G2;109;0357;PETIŠOVCI-LENDAVA;1.000;4.408;89;O;;03x1;Lendava 2;2.100;6;1.872;10;67;40;31;74;
G2;110;0327;G.RADGONA-MP G.RADGONA;0;970;665;O;QLD6; ;MP Gornja Radgona;3.827;15;3.534;7;84;29;44;114;
G2;111;0238;KOPER-RUDA(IZOLA);0;5.266;626;O;QLD6; ;Izola;28.873;180;26.766;146;1.173;272;172;164;
G2;111;0373;RUDA(IZOLA)-VALETA;0;8.255;13;O;QLD6; ;Izolska obvoznica;16.636;124;15.446;84;692;138;92;60;
G2;111;0239;VALETA-SEČOVLJE;0;7.000;10;O;QLD6; ;Seča;9.587;100;8.979;58;339;70;21;20;
G2;111;0239; SEČOVLJE-MP SEČOVLJE;7.000;7.280;500;O;QLD3; ;MP Sečovlje;4.876;57;4.616;38;130;15;10;10;
R1;201;0201;MP KORENSKO SEDLO-PODKOREN;0;3.755;659;O;QLD3; ;MP Korensko sedlo;1.534;39;1.470;5;8;12;0;0;
R1;201;0202;PODKOREN-KR.GORA;0;2.550;659;P; ; ; ;4.000;48;3.906;19;21;4;2;0;
R1;201;0203;KR.GORA-MOJSTRANA-DOVJE;0;12.100;631;O;QLD6; ;Gozd Martuljek;5.853;75;5.302;80;255;73;42;26;
R1;201;0204;DOVJE-MOJSTRANA-KRAJE;0;2.420;631;P; ; ; ;6.100;39;5.606;60;230;105;45;15;
R1;201;0205;KRAJE-HRUŠICA;0;4.030;631;P; ; ; ;6.200;39;5.702;60;232;106;45;16;
R1;202;0234;MP RATEČE-RATEČE;0;1.380;658;O;QLD3; ;MP Rateče;1.811;30;1.671;30;80;0;0;0;
R1;202;0233;RATEČE-PODKOREN;0;2.926;658;P; ; ; ;2.100;20;2.046;12;20;1;0;1;
R1;203;1002;MP PREDEL-BOVEC;0;15.033;657;O;;x;MP Predel;200;20;180;0;0;0;0;0;
R1;203;1003;BOVEC(PO OBVOZNICI)-ŽAGA;0;9.904;96;P; ; ; ;2.000;65;1.648;34;148;57;32;16;
R1;203;1004;ŽAGA-KOBARID;0;13.500;96;O;QLD3; ;Srpenica;1.947;162;1.514;25;162;37;24;23;
R1;204;1012;ŠEMPETER-VOLČJA DRAGA;0;2.800;262;O;QLD6; ;Volčja Draga;11.326;70;10.583;34;423;131;59;26;
R1;204;1012;VOLČJA DRAGA-DORNBERK;2.800;8.343;203;O;QLD3; ;Prvačina;6.365;63;5.827;30;282;96;47;20;
R1;204;1013;DORNBERK-ŠTANJEL;0;13.078;204;O;QLD3; ;Branik;2.791;12;2.500;23;134;63;35;24;
R1;204;1014;ŠTANJEL-DUTOVLJE;0;7.820;205;P; ; ; ;3.000;42;2.693;22;120;55;45;23;
R1;204;1015;DUTOVLJE-SEŽANA;0;7.890;205;O;QLD6; ;Tomaj;4.039;52;3.664;18;197;56;29;23;
R1;205;1026;DIVAČA-LOKEV-LIPICA;0;8.710;418;O;SBH; ;MP Lipica;3.401;26;3.351;1;21;2;0;0;
R1;206;1027;KR.GORA-VRŠIČ;0;12.570;220;O;SBH; ;Erika;642;32;591;5;5;5;4;0;
R1;206;1028;VRŠIČ-TRENTA;0;8.960;211;P; ; ; ;300;20;273;2;2;2;1;0;
R1;206;1029;TRENTA-BOVEC;0;22.242;211;O;SBH; ;Trenta;335;16;308;3;3;3;2;0;
R1;207;1057;GODOVIČ-ČRNI VRH;0;6.871;105;O;;03x4;Godovič;1.900;18;1.588;18;115;91;18;52;
R1;207;1058;ČRNI VRH-COL;0;9.602;105;P; ; ; ;1.000;10;726;10;100;54;50;50;
R1;207;1413;COL-AJDOVŠČINA;0;8.696;427;O;QLD6; ;Budanje;3.375;25;2.957;9;178;81;67;58;
R1;208;1059;AVER-GRAČIŠČE;0;8.555;2;O;QLD6; ;Kubed;3.143;37;2.841;18;124;42;21;60;
R1;208;1060;GRAČIŠČE-SOČERGA;0;5.000;151;O;;01x4;Gračišče;2.900;32;2.690;20;105;22;10;21;
R1;208;1060;SOČERGA - MP  SOČERGA;5.000;8.600;502;O;QLD3; ;MP Sočerga;2.633;9;2.429;18;97;40;10;30;
R1;208;1149;RIŽANA-MOSTIČJE;0;1.950;151;P; ; ; ;1.200;13;1.100;22;44;9;3;9;
R1;209;1088;LESCE-BLED;0;3.629;109;O;QLD6; ;Bled;19.371;111;17.949;210;768;173;100;60;
R1;209;1089;BLED-PRISTAVA;0;2.200;109;P; ; ; ;9.800;72;9.491;54;96;65;16;6;
R1;209;1089;PRISTAVA-SOTESKA;2.200;10.530;110;O;QLD6; ;Bohinjska Bela;3.626;55;3.201;52;202;51;35;30;
R1;209;1090;SOTESKA-BITNJE;0;8.510;110;P; ; ; ;3.800;50;3.447;50;153;52;29;19;
R1;209;1091;BITNJE-BOH.BISTRICA;0;1.340;110;P; ; ; ;3.600;50;3.265;50;156;39;25;15;
R1;209;1092;BOH.BISTRICA-JEZERO;0;6.200;255;O;;04x4;Bohinj;3.623;52;3.289;75;159;31;16;1;
R1;210;1105;MP ZG.JEZERSKO-SP.JEZERSKO;0;10.345;661;O;SBH; ;MP Jezersko;238;7;213;2;7;9;0;0;
R1;210;1106;SP. JEZERSKO-PREDDVOR;0;15.585;242;O;;01x4;Kokra;1.350;64;1.207;20;34;16;5;4;
R1;210;1107;PREDDVOR-KR(PRIMSKOVO);0;8.440;249;O;QLD6; ;Visoko;6.223;64;5.770;41;220;57;47;24;
R1;210;1108;KR(PRIMSKOVO-LABORE);0;2.600;244;O;QLD6; ;KR Primskovo 2;15.500;42;14.208;33;734;204;128;151;
R1;210;1109;KRANJ-ŠKOFJA LOKA;0;7.770;111;O;QLD6; ;Dorfarje;12.787;57;11.542;89;630;194;135;140;
R1;210;1077;ŠKOFJA LOKA;0;930;107;O;QLD6; ;Škofja Loka;24.236;80;22.303;225;989;295;216;128;
R1;210;1110;ŠK.LOKA-GORENJA VAS;0;16.286;112;O;QLD3; ;Zminec;6.820;52;6.117;42;356;108;112;33;
R1;210;1111;GORENJA VAS-TREBIJA;0;4.877;408;O;;03x4;Trebija 1;3.100;36;2.714;42;183;67;41;17;
R1;210;1112;TREBIJA-SOVODENJ;0;5.880;409;O;QLD6; ;Trebija;1.203;12;1.061;4;60;26;26;14;
R1;210;1113;SOVODENJ-CERKNO;0;11.884;409;P; ; ; ;1.100;0;976;5;52;26;26;15;
R1;210;1114;CERKNO-ŽELIN;0;4.200;102;O;QLD6; ;Cerkno;2.639;24;2.289;61;163;51;32;19;
R1;210;1078;ŠKOFJA LOKA-JEPRCA;0;6.170;106;O;QLD6; ;Godešič;12.420;42;11.048;87;653;213;152;225;
R1;211;0211;KR(LABORE)-JEPRCA;0;8.150;625;O;QLD6; ;Meja pri Kranju;12.514;43;11.177;146;604;182;131;231;
R1;211;0212;JEPRCA-MEDVODE;0;3.650;52;O;;04x4;Medvode;24.537;109;21.628;251;1.423;550;124;452;
R1;211;0212;MEDVODE-STANEŽIČE;3.650;8.000;643;O;QLD6; ;Medno;26.258;72;23.451;288;1.300;343;334;470;
R1;211;0212;STANEŽIČE -LJ( ŠENTVID);8.000;8.786;643;P; ; ; ;27.500;61;24.691;282;1.250;495;251;470;
R1;212;1115;UNEC;0;610;245;P; ; ; ;7.100;14;6.353;52;308;151;86;136;
R1;212;1116;UNEC-RAKEK;0;2.160;245;P; ; ; ;7.500;15;6.721;54;321;158;90;141;
R1;212;1117;RAKEK-CERKNICA;0;3.980;245;O;QLD6; ;Rakek;7.403;35;6.605;51;339;135;88;150;
R1;212;1118;CERKNICA-BL.POLICA;0;10.851;246;O;QLD3; ;Grahovo;4.469;45;3.925;44;207;84;60;104;
R1;212;1119;BL.POLICA-SODRAŽICA;0;17.183;247;O;QLD3; ;Nova vas;2.452;24;2.197;13;61;95;15;47;
R1;212;1120;SODRAŽICA-ŽLEBIČ;0;5.770;248;O;;04x4;Žlebič 1;2.518;13;2.117;18;172;111;25;62;
R1;213;1365;BLOŠKA POLICA-PUDOB;0;8.200;386;O;;04x1;Stari trg;3.276;24;2.951;64;102;50;35;50;
R1;213;1366;PUDOB-BABNO POLJE;0;10.357;384;O;SBH; ;MP Babno Polje;541;6;494;26;8;4;0;3;
R1;214;1156;KOČEVJE-STARI LOG;0;11.827;268;P; ; ; ;1.000;14;910;3;30;19;11;13;
R1;214;1157;STARI LOG-DVOR;0;14.405;268;O;QLD3; ;Smuka;1.088;14;953;3;31;45;20;22;
R1;215;1456;TREBNJE;0;1.450;270;P; ; ; ;12.200;26;11.009;63;561;244;143;154;
R1;215;1162;TREBNJE-MOKRONOG;0;14.200;270;O;QLD6; ;Bistrica;4.480;15;3.974;27;245;80;67;72;
R1;215;1163;MOKRONOG-BOŠTANJ;0;18.421;448;O;Prazno;03 QLD6;Jelovec;2.400;15;2.015;11;158;64;68;69;
R1;216;1367;IVANČNA GORICA-KRKA;0;6.850;387;O;QLD3;98x1;Mrzlo Polje;6.341;23;5.816;29;233;110;60;70;
R1;216;1175;KRKA-ŽUŽEMBERK;0;13.435;277;O;QLD6; ;Zagradec;3.046;17;2.724;18;139;46;38;64;
R1;216;1158;ŽUŽEMBERK-DVOR;0;4.270;278;O;;00x1;Žužemberk 2;3.500;36;3.073;58;201;75;24;33;
R1;216;1176;DVOR-SOTESKA;0;5.550;163;O;;00x1;Dvor;4.000;32;3.548;56;209;86;23;46;
R1;216;1177;SOTESKA-ČRMOŠNJICE;0;14.355;279;O;QLD3; ;Podturn;3.066;5;2.792;33;52;80;50;54;
R1;216;1178;ČRMOŠNJICE-RUČETNA VAS;0;9.600;279;P; ; ; ;3.200;6;2.977;36;57;61;18;45;
R1;216;1178;RUČETNA VAS-ČRNOMELJ;9.600;15.306;280;O;QLD6; ;Črnomelj;5.735;17;5.259;21;216;85;66;71;
R1;217;1208;LIVOLD-BREZOVICA;0;16.230;466;O;;00x1;Mozelj;1.000;8;780;5;60;44;76;27;
R1;217;1209;BREZOVICA-DOBLIČE;0;17.000;299;O;;04x1;Brezovica pri Predgradu;98;0;77;6;10;2;0;3;
R1;217;1209;DOBLIČE-KANIŽARICA;17.000;19.930;300;O;QLD3; ;Blatnik;1.475;0;1.328;44;57;28;3;15;
R1;218;1211;METLIKA-PODZEMELJ;0;5.460;450;O;;00x1;Podzemelj 3;3.700;16;3.358;28;157;60;31;50;
R1;218;1212;PODZEMELJ-ČRNOMELJ;0;8.950;302;O;QLD6; ;Podzemelj;3.553;15;3.212;18;156;55;41;56;
R1;218;1152;ČRNOMELJ;0;730;302;P; ; ; ;11.000;45;10.089;58;356;220;116;116;
R1;218;1213;ČRNOMELJ-KANIŽARICA;0;2.215;308;O;QLD6; ;Kanižarica;5.936;20;5.508;30;210;85;41;42;
R1;218;1214;KANIŽARICA-VINICA;0;15.535;303;O;QLD3; ;Dragatuš;2.427;9;2.239;25;31;81;31;11;
R1;218;1153;VINICA;0;160;154;P; ; ; ;1.900;10;1.791;52;25;22;0;0;
R1;218;1215;VINICA-MOST ČEZ KOLPO;0;850;154;O;SBH; ;MP Vinica;752;5;709;15;15;8;0;0;
R1;219;1236;SL.BISTRICA-POLJČANE;0;8.496;125;O;;00x1;Poljčane;5.500;38;4.660;51;259;223;158;111;
R1;219;1410;POLJČANE;0;700;125;P; ; ; ;6.400;44;5.423;60;300;259;184;130;
R1;219;1237;POLJČANE-PODPLAT;0;9.189;126;O;QLD6; ;Podplat;4.013;17;3.408;16;221;115;102;134;
R1;219;1239;MESTINJE-GOLOBINJEK;0;14.779;128;O;QLD6; ;Podčetrtek;5.167;20;4.561;25;261;110;69;121;
R1;219;1240;GOLOBINJEK-BISTRICA;0;8.996;412;O;;04x4;Hrastje ob Bistrici;2.227;9;1.868;18;152;68;30;82;
R1;219;1421;BISTRICA OB SOTLI;0;720;412;P; ; ; ;3.800;8;3.283;46;135;91;117;120;
R1;219;1241;BISTRICA-BIZELJSKO;0;6.805;413;O;QLD6; ;Bizeljsko;1.808;10;1.312;6;118;63;193;106;
R1;219;1242;BIZELJSKO-BREŽICE;0;16.000;129;O;QLD6; ;Bukošek;3.256;10;2.753;5;158;50;183;97;
R1;219;1242;BREŽICE-ČATEŽ;16.000;17.570;366;O;QLD6; ;Brežice;11.269;26;9.887;90;543;233;308;182;
R1;220;1334;KRŠKO-BREŽICE;0;12.715;367;O;QLD6; ;Dolenja vas;6.151;21;5.622;45;276;78;63;46;
R1;221;1227;TROJANE-IZLAKE;0;6.652;314;O;Prazno;03 QLD6;Izlake;3.600;18;2.922;49;163;158;197;93;
R1;221;1218;IZLAKE-ZAGORJE;0;6.300;306;O;QLD6; ;Kisovec;7.079;29;6.364;78;319;110;65;114;
R1;221;1219;ZAGORJE-BEVŠKO;0;5.332;307;O;QLD3; ;Bevško;3.303;36;3.029;58;126;31;20;3;
R1;221;1220;BEVŠKO-TRBOVLJE;0;3.123;127;P; ; ; ;10.200;37;9.312;80;350;191;100;130;
R1;221;1221;TRBOVLJE-HRASTNIK;0;8.967;309;O;;04x4;Hrastnik;205;2;189;0;10;1;3;0;
R1;221;1222;HRASTNIK-ŠMARJETA;0;9.650;310;O;QLD6; ;Marno;4.551;20;3.933;50;226;112;75;135;
R1;222;1228;ZAGORJE-MOST ČEZ SAVO;0;1.950;127;P; ; ; ;6.000;22;5.475;46;171;112;56;118;
R1;223;1229;BEVSKO-MOST ČEZ SAVO;0;1.220;127;O;;04x4;Trbovlje 2;10.472;40;9.507;93;425;187;88;132;
R1;224;1230;HRASTNIK-MOST ČEZ SAVO;0;1.500;123;P; ; ; ;6.100;12;5.368;60;252;179;94;135;
R1;225;1140;MENGEŠ-DUPLICA;0;3.805;259;O;;02x4;Duplica;11.000;40;9.934;71;497;197;116;145;
R1;225;1359;DUPLICA-KAMNIK;0;3.793;382;P; ; ; ;16.000;30;14.445;35;620;420;310;140;
R1;225;1424;KAMNIK-MEKINJE;0;700;382;P; ; ; ;7.200;20;6.470;30;250;150;150;130;
R1;225;1083;KAMNIK(MEKINJE)-SP.  STRANJE;0;2.000;231;O;;02x4;Stranje;5.100;27;4.424;34;220;119;144;132;
R1;225;1083;SPODNJE STRANJE-STAHOVICA;2.000;4.270;231;P; ; ; ;4.000;49;3.553;34;118;76;106;64;
R1;225;1084;STAHOVICA-ČRNIVEC;0;10.615;233;O;;02x4;Črna;1.900;11;1.687;21;94;45;26;16;
R1;225;1085;ČRNIVEC-GORNJI GRAD;0;12.200;237;O;QLD3; ;Tirosek;1.024;17;885;11;58;21;22;10;
R1;225;1085;GORNJI GRAD-RADMIRJE;12.200;17.571;234;O;;04x1;Radmirje 2;2.077;56;1.758;35;127;69;12;20;
R1;225;1248;RADMIRJE-MOZIRJE;0;8.731;232;O;Prazno;03 QLD6;Nizka;5.000;38;4.483;38;206;105;75;55;
R1;225;1248;MOZIRJE;8.731;11.170;139;O;;04x4;Mozirje;5.196;30;4.619;41;245;128;57;76;
R1;225;1247;MOZIRJE-SOTESKA;0;2.339;138;P; ; ; ;4.000;27;3.473;29;181;123;71;96;
R1;225;1246;SOTESKA-LETUŠ;0;3.340;138;P; ; ; ;3.800;26;3.299;27;172;117;68;91;
R1;225;1246;LETUŠ-ŠENTRUPERT;3.340;12.200;138;O;QLD6; ;Letuš;6.340;40;5.447;37;356;138;150;172;
R1;226;1254;MP HOLMEC-POLJANA;0;3.930;662;O;QLD6; ;MP Holmec;1.383;0;1.291;2;37;8;6;39;
R1;226;1255;POLJANA-PREVALJE;0;2.000;432;O;QLD6; ;Prevalje;7.599;29;6.953;62;278;119;64;94;
R1;226;1255;PREVALJE-RAVNE;2.000;8.026;432;P; ; ; ;11.600;27;10.596;118;372;228;99;160;
R1;226;1256;RAVNE-DRAVOGRAD;0;7.080;160;O;QLD6; ;Ravne;6.841;33;5.990;72;356;135;108;147;
R1;227;1264;RAVNE-KOTLJE;0;3.600;319;O;QLD3; ;Brdinje;6.576;33;6.068;25;311;92;42;5;
R1;227;1423;KOTLJE-SLOVENJ GRADEC;0;11.154;322;O;;00x4;Kotlje;4.700;24;4.342;17;223;62;29;3;
R1;228;1291;SPUHLJA-BORL;0;8.500;341;O;QLD6; ;Stojnci;4.721;15;4.030;51;206;63;58;298;
R1;228;1291;BORL-MP ZAVRČ;8.500;13.900;340;O;QLD3; ;MP Zavrč;1.958;1;1.471;16;106;42;28;294;
R1;229;1417;PTUJ-ROGOZNICA;0;2.080;338;P; ; ; ;11.700;36;10.742;101;451;126;134;110;
R1;229;1286;ROGOZNICA-SENARSKA;0;16.930;338;O;QLD6; ;Gočova;2.464;15;2.142;14;124;45;61;63;
R1;229;1287;SENARSKA-LENART;0;4.100;442;O;;02x4;Gradišče 3;4.000;16;3.627;34;120;60;68;75;
R1;230;1399;VUČJA VAS-KRIŽEVCI;0;4.527;353;P; ; ; ;3.700;20;3.206;19;101;170;100;84;
R1;230;1415;KRIŽEVCI;0;700;353;P; ; ; ;6.300;30;5.558;54;241;183;122;112;
R1;230;1309;KRIŽEVCI-LJUTOMER;0;7.300;353;O;QLD6; ;Noršinci;6.055;43;5.316;43;255;164;125;109;
R1;230;1310;LJUTOMER-PAVLOVCI;0;13.910;354;O;QLD6; ;Ivanjkovci;3.216;18;2.635;24;198;78;91;172;
R1;230;1311;PAVLOVCI-ORMOŽ;0;1.860;354;P; ; ; ;4.300;24;3.673;30;207;85;111;170;
R1;230;1312;ORMOŽ;0;1.500;354;P; ; ; ;6.300;31;5.804;50;263;102;30;20;
R1;230;0251;ORMOŽ-MP ORMOŽ;0;760;156;O;QLD3; ;MP Ormož;748;0;738;0;10;0;0;0;
R1;231;1325;GIBINA-RAZKRIŽJE;0;2.930;431;O;SBH; ;MP Gibina;502;2;478;4;14;4;0;0;
R1;231;1323;RAZKRIŽJE-STROČJA VAS;0;3.830;360;P; ; ; ;2.300;11;1.985;18;100;57;39;90;
R1;231;1327;STROČJA VAS-LJUTOMER;0;2.500;360;P; ; ; ;3.000;15;2.641;24;130;60;40;90;
R1;232;1314;MP HODOŠ-HODOŠ;0;1.500;430;O;SBH; ;MP Hodoš;266;0;244;18;2;2;0;0;
R1;232;1314;HODOŠ-ŠALOVCI;1.500;5.000;137;P; ; ; ;800;2;723;7;26;21;15;6;
R1;232;1314;ŠALOVCI-G. PETROVCI;5.000;10.458;137;P; ; ; ;1.500;4;1.359;12;47;39;28;11;
R1;232;1315;PETROVCI-MAČKOVCI;0;6.500;137;P; ; ; ;2.800;7;2.537;22;88;74;52;20;
R1;232;1315;MAČKOVCI-MARTJANCI;6.500;17.700;137;O;QLD6; ;Vaneča;3.162;11;2.904;23;103;62;46;13;
R1;232;1316;MARTJANCI-M.SOBOTA;0;2.350;137;P; ; ; ;9.100;24;8.241;72;288;240;168;67;
R1;232;1470;MURSKA SOBOTA;0;1.000;137;P; ; ; ;14.100;37;12.770;112;447;372;260;102;
R1;232;1406;M.SOBOTA-LIPOVCI;0;3.840;148;O;Prazno;03 QLD3;Rakičan;13.000;31;11.997;123;255;290;200;104;
R1;234;1476;DRAMLJE-DOLE;0;2.750;316;O;QLD6; ;Dole;5.961;17;5.075;16;357;107;177;212;
R1;234;1280;DOLE-ŠENTJUR;0;3.445;134;P; ; ; ;9.500;19;8.559;27;397;100;178;220;
R1;235;0317;RADENCI-PETANJCI;0;2.047;86;P; ; ; ;5.500;21;4.858;79;300;100;90;52;
R1;235;0318;PETANJCI-M.SOBOTA(GAJ);0;7.473;623;O;QLD6; ;Tropovci;6.768;18;6.054;81;319;125;100;71;
R1;235;1396;M.SOBOTA(GAJ)-PRIK.M.S.;0;2.858;87;P; ; ; ;600;0;543;8;25;7;7;10;
R2;401;1020;ŽAGA-UČJA;0;7.445;551;O;;04x4;MP Učja;152;19;121;0;12;0;0;0;
R2;402;1426;SOLKAN-GONJAČE;0;10.396;219;O;;04x4;Sabotin;3.416;28;3.041;84;171;71;15;6;
R2;402;1465;GONJAČE-DOBROVO;0;4.655;219;P; ; ; ;3.200;13;2.967;19;120;61;10;10;
R2;402;1045;DOBROVO-NEBLO;0;2.700;550;P; ; ; ;2.000;8;1.854;12;75;38;8;5;
R2;402;1045;NEBLO-MP NEBLO;2.700;4.820;550;O;SBH; ;MP Neblo;911;4;838;5;34;18;4;8;
R2;403;1071;BAČA-KNEŽA;0;6.153;108;O;SBH; ;Bača;1.261;13;1.130;23;30;39;23;3;
R2;403;1072;KNEŽA-PODBRDO;0;15.789;108;P; ; ; ;800;9;717;14;19;25;14;2;
R2;403;1073;PODBRDO-PETROVO BRDO;0;4.400;108;P; ; ; ;260;2;232;5;7;9;5;0;
R2;403;1074;PETROVO BRDO-PODROŠT;0;8.100;108;P; ; ; ;170;2;154;3;3;5;3;0;
R2;403;1075;PODROŠT-ZALI LOG;0;5.000;618;P; ; ; ;600;2;563;5;12;11;4;3;
R2;403;1075;ZALI LOG-ČEŠNJICA;5.000;10.061;618;P; ; ; ;1.000;4;940;8;19;18;7;4;
R2;403;1076;ČEŠNJICA-ŠKOFJA LOKA;0;15.700;618;O;QLD6; ;Bukovica;4.912;32;4.437;39;202;97;64;41;
R2;404;1379;PODGRAD-IL.BISTRICA;0;11.000;397;O;QLD6; ;Rečica;3.079;14;2.720;17;117;57;36;118;
R2;404;1380;IL.BISTRICA-PIVKA;0;16.942;398;O;QLD6; ;Knežak;3.469;24;3.203;26;137;39;20;20;
R2;405;1018;MATAVUN-VREME;0;7.600;207;O;;04x1;Vreme;630;3;557;3;22;16;23;6;
R2;405;1018;VREME-RIBNICA;7.600;17.338;210;O;QLD3; ;Gornje Vreme;1.332;6;1.163;11;52;35;10;55;
R2;406;1407;KRIŽ.DEKANI-ANKARAN;0;6.000;403;O;QLD6; ;Ankaran;7.767;49;7.391;29;241;40;14;3;
R2;406;1407;ANKARAN-MP LAZARET;6.000;8.636;650;O;QLD3; ;MP Lazaret;1.429;15;1.385;0;29;0;0;0;
R2;407;1144;GORENJA VAS-LUČINE;0;9.000;263;O;;03x4;Todraž;800;1;713;8;40;9;27;2;
R2;407;1144;LUČINE-LJUBLJANICA;9.000;13.926;263;P; ; ; ;250;2;232;5;5;1;5;0;
R2;407;1145;LJUBLJANICA-VRZDENEC;0;3.800;264;P; ; ; ;200;1;183;3;8;4;1;0;
R2;407;1145;VRZDENEC-HORJUL;3.800;6.800;264;P; ; ; ;1.200;8;1.097;10;50;25;8;2;
R2;407;1145;HORJUL-VRHNIKA;6.800;14.867;264;O;;02x4;Ligojna;2.400;13;2.153;8;126;79;16;5;
R2;408;1374;LOGATEC-ŽIRI;0;21.351;393;O;SBH; ;Petkovec;1.664;19;1.444;15;82;47;27;30;
R2;408;1375;ŽIRI-TREBIJA;0;7.350;394;O;;03x4;Trebija 3;2.300;26;2.018;33;132;45;30;16;
R2;409;0358;LJ(VIČ)-AC BREZOVICA;0;2.741;165;O;QLD3;04x1;Gorjanc;12.658;15;11.309;227;747;160;100;100;
R2;409;0300;AC BREZOVICA-BREZOVICA;0;1.400;267;O;QLD6; ;Brezovica;24.583;130;21.644;234;1.213;435;351;576;
R2;409;0300;BREZOVICA-VRHNIKA;1.400;13.161;611;O;QLD6; ;Drenov Grič;11.761;110;9.661;168;719;328;264;511;
R2;409;0301;VRHNIKA-LOGATEC;0;9.525;153;O;QLD6; ;Zapolje;10.074;117;8.594;109;572;215;222;245;
R2;409;0302;LOGATEC;0;900;153;P; ; ; ;11.200;49;9.744;115;619;326;146;201;
R2;409;0303;KALCE-PLANINA;0;8.470;74;P; ; ; ;2.900;98;2.352;38;165;107;50;90;
